GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 18
TotalNumExamples: 1506
NumberOfClasses: 3
ClassIDsAndCounters: 
1	345	INITIALE
2	640	SIGN_HAND
3	521	START
UseExternalRanges: 0
Data:
1	-341.806	-388.498	-114.911	-263.244	-69.5281	37.8241	-166.279	179.348	53.9962	155.29	194.655	1.73315	228.93	-48.2701	12.3042	252.406	-388.283	-103.255
1	-301.696	-386.976	-85.7494	-251.72	-65.5506	36.2322	-164.601	180.605	54.5022	155.644	195.115	2.47778	227.35	-46.5695	12.9551	260.109	-369.189	-79.0027
1	-272.598	-388.704	-65.4749	-240.117	-64.2685	35.1583	-163.423	180.935	53.7277	155.731	194.476	1.68103	226.426	-47.0108	12.6913	257.134	-363.551	-68.0793
1	-253.811	-372.472	-49.4655	-227.695	-59.8117	34.1274	-162.25	182.231	52.116	157.149	192.892	4.29822	226.203	-46.8122	9.00317	249.927	-367.076	-70.1479
1	-241.518	-366.473	-47.4827	-223.413	-61.2241	26.9933	-164.251	177.93	45.8934	155.843	189.302	6.28357	224.068	-51.0179	4.39624	245.536	-372.699	-64.5333
1	-235.286	-356.777	-50.8206	-222.611	-59.1406	20.7705	-165.772	173.392	50.6847	155.298	188.032	8.28076	222.951	-53.0866	1.4751	246.767	-371.898	-62.3307
1	-239.242	-358.038	-50.5883	-220.676	-61.0042	17.6945	-166.625	171.563	54.2543	154.584	189.262	8.49207	218.179	-49.2161	-2.10986	248.179	-363.408	-61.5609
1	-237.404	-368.578	-50.5482	-218.755	-62.5133	22.134	-164.302	173.919	56.7518	154.088	190.891	9.51392	218.842	-48.7386	-3.74829	246.21	-361.164	-64.5548
1	-238.187	-379.234	-54.6276	-219.519	-65.6595	21.9067	-164.759	173.957	55.4774	152.769	192.139	8.07251	218.187	-46.9166	-3.54797	243.278	-369.757	-65.7678
1	-240.624	-370.12	-53.8042	-219.092	-67.7269	21.0549	-166.833	172.318	56.0057	152.393	192.473	8.50989	218.4	-46.1443	-2.25757	243.084	-368.154	-67.1372
1	-171.335	-340.766	-90.7651	-215.715	-64.1108	20.7272	-166.044	176.603	46.4833	153.606	192.714	8.88684	220.571	-45.8734	-0.459961	223.915	-357.123	-71.3773
1	-211.454	-370.878	-77.338	-211.424	-59.7268	23.8882	-163.059	183.191	43.0249	156.926	192.769	9.42786	224.389	-46.4053	-0.40979	248.264	-367.456	-67.0535
1	-220.527	-368.605	-73.3047	-210.556	-59.9113	23.8667	-163.61	183.035	42.2539	156.274	192.466	9.76904	223.051	-47.1813	-1.10889	230.343	-360.245	-73.0208
1	-225.14	-357.155	-72.6647	-211.282	-58.3141	22.9064	-163.273	184.243	41.2344	156.397	193.389	9.5592	222.614	-47.2561	-2.51782	246.781	-371.273	-68.8546
1	-213.068	-335.906	-74.7064	-210.303	-54.0278	22.5172	-160.231	188.191	41.3535	159.416	192.466	5.77478	224.666	-49.0365	-7.3667	231.282	-364.975	-79.0482
1	-210.451	-323.721	-76.5667	-219.502	-45.4368	16.1748	-160.782	188.486	40.9911	158.697	193.357	6.42041	222.832	-49.1155	-7.03931	231.588	-365.428	-79.0315
1	-214.777	-334.686	-73.8068	-217.907	-48.9355	19.599	-162.545	185.845	43.0076	157.198	193.278	7.54956	220.361	-49.2086	-6.54395	229.534	-357.17	-76.6241
