GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 7
TotalNumExamples: 203
NumberOfClasses: 10
ClassIDsAndCounters: 
1	21	MAIN_FERMEE
2	15	CINQ
3	32	UN
4	27	DEUX
5	19	TROIS
6	17	QUATRE
7	31	B
8	18	A
9	12	C
10	11	D
UseExternalRanges: 0
Data:
6	3403.5	71	95	20.5904	5	3	33
6	3314.5	72	96	19.4165	5	3	33
6	3511.5	65	98	19.9576	5	3	34
6	3274	78	96	20.5061	5	3	33
6	3099.5	77	90	19	4	3	31
6	3153	74	98	19.571	4	3	33
7	3854.5	58	103	24.2074	2	0	0
7	3836.5	57	103	24.7487	4	0	0
7	3773	57	100	24.7588	4	0	0
7	3788	57	101	24.0832	5	0	0
7	3788	57	101	24.7487	6	0	0
7	3751	57	102	24.3311	5	0	0
7	3857	59	103	24.7487	3	0	0
7	3838.5	58	103	25	6	0	0
7	3871.5	58	103	24.9672	5	0	0
7	3834	58	103	24.7487	4	1	10
7	3850.5	60	102	24.6982	6	1	10
7	4101.5	73	100	25.0799	5	1	10
7	4055.5	71	99	25.4558	4	0	0
7	3875.5	57	102	24.947	5	0	0
7	3772	58	102	23.8537	5	0	0
7	3766.5	75	89	25.1794	6	0	0
7	3719	75	89	24.0416	5	0	0
7	3746	58	101	22.6716	7	1	10
7	3805	58	102	23.3452	3	0	0
7	3976	65	101	24.0832	5	0	0
7	4128.5	74	97	25.318	5	0	0
7	4182	74	98	25.632	5	0	0
7	3892	61	102	24.5967	5	0	0
7	3924.5	59	100	23.7697	5	0	0
7	3661.5	57	96	23.32	5	1	10
7	3698	71	92	23.5372	7	0	0
7	3714	66	94	24.1604	8	0	0
7	3914.5	56	102	23.8537	5	0	0
7	3804	59	99	24.3516	6	0	0
7	3749	60	100	24.2074	4	1	10
7	3655	62	100	23.4307	5	0	0
8	2112.5	61	58	19.6469	4	0	0
8	2135	55	60	19.4165	5	0	0
8	2104.5	56	60	20.1246	4	0	0
8	2018.5	54	58	19.4165	5	0	0
8	2019.5	57	58	20.2485	2	0	0
8	2067.5	49	62	20.5183	3	0	0
8	2035	56	63	19.6774	2	0	0
8	2011.5	53	56	19.2094	2	0	0
8	1987.5	57	57	18.3848	3	0	0
8	1903	58	54	18.4391	3	0	0
8	1994	56	56	19.4165	4	0	0
8	1907	53	55	19.2354	3	0	0
8	2016.5	55	61	19.105	2	0	0
8	2080	59	55	19.2354	4	0	0
8	1948.5	62	55	19.2354	4	0	0
8	1706	54	55	14.7648	2	1	17
8	1795.5	49	53	18.4391	3	0	0
8	1606	55	54	13	3	2	21
9	1901.5	62	76	14.8661	3	1	24
9	1832.5	63	74	14.6294	3	1	25
9	1914	65	75	14.7489	4	1	26
9	2015	64	74	15.2971	5	1	23
9	2164	62	75	17.0294	3	1	19
9	2262.5	56	86	15.9065	2	1	24
9	2139	58	83	15.8114	4	1	25
9	1930	68	70	13.3128	4	1	27
9	1969	68	73	14.8661	3	2	23
9	1934	65	75	14.1421	3	1	23
9	2267.5	61	84	16.9706	2	1	23
9	2466	70	85	16.8	3	1	24
10	2314.5	58	86	18.6935	4	1	18
10	2455.5	64	85	18.868	4	1	18
10	2248	53	84	19.4165	3	1	16
10	2224	52	78	18.9737	2	1	18
10	2138.5	52	75	19.2354	3	1	17
10	2150	54	76	19	2	1	16
10	2314	54	87	18.7883	2	1	17
10	2378	62	88	18.4391	4	1	18
10	2168.5	55	84	18.3087	4	1	18
10	2160	52	82	18.4082	2	1	17
10	44.5	15	10	2	0	0	0
