GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: GESTURES_TRAINING_DATA
InfoText: 
NumDimensions: 6
TotalNumTrainingExamples: 9
NumberOfClasses: 3
ClassIDsAndCounters: 
1	2
2	3
3	4
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 3
TimeSeriesLength: 107
TimeSeriesData: 
203.883	330.895	-194.406	-259.001	-348.853	-13.4532
203.368	338.094	-196.029	-258.727	-348.481	-14.1444
198.691	331.905	-194.018	-259.627	-348.226	-13.5103
201.567	341.404	-196.043	-258.833	-345.416	-18.3984
198.655	338.321	-194.438	-259.242	-346.226	-15.7621
203.05	335.654	-191.232	-260.563	-346.304	-13.9517
211.287	340.95	-188.183	-258.231	-344.268	-17.1085
222.304	355.427	-181.977	-259.031	-347.451	-16.759
237.296	359.159	-176.73	-258.421	-340.125	-21.1296
264.032	369.739	-174.44	-262.016	-343.352	-15.3936
287.146	370.637	-175.256	-262.297	-341.661	-16.2699
323.675	374.863	-169.243	-262.033	-339.011	-17.0326
353.652	366.356	-168.203	-262.689	-342.277	-15.2579
390.544	358.479	-166.903	-261.421	-339.646	-15.0031
425.338	350.498	-165.165	-263.895	-339.621	-12.2052
462.703	333.317	-170.978	-263.19	-343.373	-8.33533
503.113	313.966	-174.279	-264.187	-345.072	-4.20972
535.867	292.651	-179.352	-267.704	-346.23	-6.41858
559.823	273.133	-186.067	-268.553	-344.779	-6.46667
568.051	260.033	-190.65	-268.209	-344.766	-4.42407
560.644	254.115	-192.836	-267.688	-346.933	-4.20557
564.565	252.33	-192.244	-268.186	-345.804	-2.52637
558.242	261.625	-192.621	-268.273	-346.047	-0.843262
544.173	277.891	-192.152	-269.817	-346.595	-0.706055
533.049	297.546	-188.364	-268.279	-347.404	1.245
518.934	326.577	-187.353	-266.505	-350.084	4.03979
481.998	347.018	-184.232	-266.835	-346.359	0.539185
455.869	369.341	-180.281	-266.468	-348.155	3.13208
419.851	387.116	-177.32	-263.885	-345.841	1.76868
388.365	393.979	-180.068	-261.433	-346.814	2.05957
354.002	402.257	-180.24	-260.692	-341.478	0.0251465
323.793	400.794	-183.614	-261.414	-341.78	0.509399
282.827	393.116	-184.763	-259.734	-340.248	-1.63635
250.499	379.592	-188.964	-258.675	-340.15	-4.08337
217.615	362.147	-195.748	-261.016	-338.083	-2.56213
192.554	348.136	-202.268	-258.513	-337.993	-3.30981
166.064	313.422	-204.108	-259.662	-333.458	-8.49829
162.704	311.921	-214.813	-260.756	-333.992	-8.90881
162.603	308.494	-219.063	-257.668	-331.511	-11.7167
171.448	310.175	-216.339	-259.97	-333.329	-12.9194
192.793	322.471	-211.255	-261.131	-333.862	-13.2122
219.741	343.865	-208.274	-261.49	-338.306	-14.7207
252.814	358.748	-203.037	-263.455	-338.067	-12.0746
294.003	366.316	-198.931	-270.399	-333.314	-13.3418
338.128	379.879	-195.707	-266.002	-335.602	-8.06555
384.587	371.962	-190.808	-268.255	-338.258	-12.6196
430.669	369.296	-185.712	-269.169	-334.759	-11.9858
479.857	354.755	-180.777	-269.936	-339.304	-8.23816
525.571	330.456	-180.068	-270.091	-338.924	-8.44336
563.336	297.242	-182.973	-272.571	-333.143	-8.25964
593.035	265.223	-186.869	-270.584	-334.494	-8.44543
615.506	231.292	-193.329	-271.888	-340.363	-4.09949
626.878	203.518	-193.477	-271.342	-340.07	-4.15784
624.978	185.06	-196.268	-270.248	-341.03	-4.37463
617.192	181.996	-195.748	-270.419	-343.928	-1.06238
609.713	193.756	-197.244	-270.76	-344.874	-0.1073
594.215	221.043	-196.499	-269.786	-343.332	0.828369
576.596	246.264	-194.295	-268.021	-341.529	-1.30383
552.08	283.433	-191.62	-267.891	-340.424	-1.03479
521.231	318.428	-189.328	-269.022	-339.572	-1.49426
480.817	346.208	-184.697	-267.197	-335.909	-8.42175
428.554	363.974	-183.206	-268.405	-336.978	-4.9939
378.194	371.624	-183.385	-267.822	-337.19	-4.58057
333.059	373.176	-180.674	-267.233	-336.974	-3.57886
286.447	368.233	-183.259	-266.706	-339.361	-6.14661
244.334	356.769	-184.754	-267.391	-337.122	-3.86609
202.51	341.964	-187.579	-266.744	-333.929	-6.74829
172.953	315.115	-192.693	-265.442	-336.401	-3.47241
144.359	292.251	-196.661	-265.642	-334.727	-4.65259
143.765	285.363	-210.474	-265.707	-337.574	-2.16724
144.616	272.582	-216.126	-265.631	-334.635	-4.68591
153.663	276.697	-223.692	-264.418	-337.705	-1.35242
172.819	286.196	-223.017	-262.293	-337.718	-0.831787
191.391	298.453	-223.582	-263.132	-339.641	0.906982
216.665	315.57	-220.288	-262.824	-339.445	0.0969238
254.136	328.127	-214.066	-264.313	-340.714	2.099
293.817	343.849	-212.535	-263.449	-340.13	1.59534
330.833	350.671	-211.892	-265.414	-340.24	0.362549
373.693	346.99	-210.648	-265.474	-340.123	0.764038
418.302	348.015	-209.064	-265.678	-341.618	0.024292
454.136	333.924	-212.539	-265.129	-339.895	2.71167
491.736	314.041	-223.154	-265.526	-335.946	1.42651
514.231	294.791	-230.486	-266.897	-337.854	3.02734
536.106	274.34	-241.064	-264.881	-344.545	-0.985718
543.468	259.266	-250.235	-265.496	-347.25	-0.0955811
542.738	252.313	-254.616	-265.87	-347.016	-0.568115
544.539	249.713	-256.44	-264.756	-346.172	-2.10083
535.893	261.635	-254.227	-264.745	-343.902	-2.65625
530.8	276.039	-249.184	-265.892	-349.721	-4.58496
509.969	299.696	-246.02	-265.311	-349.299	-6.82642
494.487	327.041	-239.902	-265.023	-346.608	-10.2223
470.984	349.527	-230.09	-265.183	-348.54	-8.24316
441.533	369.706	-222.433	-264.73	-341.587	-8.46118
